year,sector,age,proportion,sample_size,evidence_class
2005,all,8,0.18384401114206128,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,9,0.14484679665738162,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,10,0.14066852367688024,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,11,0.10027855153203342,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,12,0.04456824512534819,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,13,0.03899721448467967,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,14,0.025069637883008356,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,15,0.022284122562674095,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,16,0.019498607242339833,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,17,0.013927576601671309,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,18,0.013927576601671309,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,19,0.013927576601671309,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,20,0.009749303621169917,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,21,0.004178272980501393,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,22,0.004178272980501393,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,23,0.006963788300835654,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,24,0.001392757660167131,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,25,0.001392757660167131,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,26,0.0,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,27,0.0,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,28,0.0,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,29,0.005571030640668524,718,synthetic_multinomial_from_conditioned_operating_truth
2005,all,30,0.004178272980501393,718,synthetic_multinomial_from_conditioned_operating_truth
2006,all,0,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,1,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,2,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,3,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,4,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,5,0.024861878453038673,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,6,0.027624309392265192,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,7,0.09668508287292818,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,8,0.1298342541436464,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,9,0.20718232044198895,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,10,0.13812154696132597,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,11,0.1132596685082873,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,12,0.06629834254143646,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,13,0.055248618784530384,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,14,0.03591160220994475,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,15,0.03038674033149171,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,16,0.019337016574585635,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,17,0.013812154696132596,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,18,0.016574585635359115,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,19,0.0027624309392265192,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,20,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,21,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,22,0.0027624309392265192,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,23,0.0027624309392265192,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,24,0.0055248618784530384,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,25,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,26,0.0027624309392265192,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,27,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,28,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,29,0.0,362,synthetic_multinomial_from_conditioned_operating_truth
2006,all,30,0.008287292817679558,362,synthetic_multinomial_from_conditioned_operating_truth
2007,all,0,0.0,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,1,0.0,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,2,0.0,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,3,0.0,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,4,0.001002004008016032,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,5,0.033066132264529056,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,6,0.09018036072144289,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,7,0.10120240480961924,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,8,0.11523046092184369,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,9,0.1342685370741483,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,10,0.12024048096192384,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,11,0.10120240480961924,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,12,0.08817635270541083,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,13,0.050100200400801605,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,14,0.05711422845691383,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,15,0.033066132264529056,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,16,0.017034068136272545,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,17,0.01603206412825651,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,18,0.009018036072144289,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,19,0.003006012024048096,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,20,0.0070140280561122245,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,21,0.00501002004008016,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,22,0.004008016032064128,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,23,0.006012024048096192,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,24,0.002004008016032064,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,25,0.001002004008016032,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,26,0.001002004008016032,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,27,0.0,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,28,0.001002004008016032,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,29,0.0,998,synthetic_multinomial_from_conditioned_operating_truth
2007,all,30,0.003006012024048096,998,synthetic_multinomial_from_conditioned_operating_truth
2008,all,0,0.0,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,1,0.0,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,2,0.0,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,3,0.0006858710562414266,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,4,0.00411522633744856,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,5,0.04183813443072702,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,6,0.11042524005486969,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,7,0.11385459533607682,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,8,0.07818930041152264,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,9,0.10356652949245541,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,10,0.08299039780521263,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,11,0.11042524005486969,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,12,0.0877914951989026,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,13,0.06515775034293553,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,14,0.059670781893004114,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,15,0.0438957475994513,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,16,0.02263374485596708,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,17,0.017146776406035666,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,18,0.017146776406035666,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,19,0.006172839506172839,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,20,0.006172839506172839,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,21,0.006858710562414266,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,22,0.0027434842249657062,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,23,0.00411522633744856,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,24,0.004801097393689987,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,25,0.0013717421124828531,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,26,0.00205761316872428,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,27,0.0006858710562414266,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,28,0.0006858710562414266,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,29,0.0,1458,synthetic_multinomial_from_conditioned_operating_truth
2008,all,30,0.004801097393689987,1458,synthetic_multinomial_from_conditioned_operating_truth
2009,all,0,0.0,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,1,0.0,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,2,0.0,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,3,0.0,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,4,0.0023734177215189874,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,5,0.030854430379746837,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,6,0.15268987341772153,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,7,0.18829113924050633,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,8,0.09968354430379747,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,9,0.07753164556962025,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,10,0.08465189873417721,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,11,0.07753164556962025,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,12,0.07753164556962025,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,13,0.048259493670886076,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,14,0.03481012658227848,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,15,0.030063291139240507,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,16,0.020569620253164556,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,17,0.014240506329113924,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,18,0.012658227848101266,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,19,0.013449367088607595,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,20,0.004746835443037975,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,21,0.006329113924050633,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,22,0.0031645569620253164,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,23,0.0031645569620253164,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,24,0.0031645569620253164,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,25,0.0023734177215189874,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,26,0.004746835443037975,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,27,0.0023734177215189874,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,28,0.0,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,29,0.0,1264,synthetic_multinomial_from_conditioned_operating_truth
2009,all,30,0.004746835443037975,1264,synthetic_multinomial_from_conditioned_operating_truth
2010,all,0,0.0,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,1,0.0,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,2,0.0,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,3,0.0007037297677691766,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,4,0.0014074595355383533,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,5,0.036593947923997186,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,6,0.11189303307529909,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,7,0.2076002814919071,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,8,0.1660802251935257,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,9,0.08937368050668543,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,10,0.04785362420830401,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,11,0.05348346235045742,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,12,0.043631245601688955,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,13,0.057705840957072485,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,14,0.04433497536945813,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,15,0.04081632653061224,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,16,0.028149190710767064,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,17,0.011259676284306826,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,18,0.01618578465869106,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,19,0.011259676284306826,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,20,0.0049261083743842365,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,21,0.0049261083743842365,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,22,0.0049261083743842365,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,23,0.0007037297677691766,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,24,0.00211118930330753,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,25,0.0028149190710767065,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,26,0.0007037297677691766,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,27,0.00422237860661506,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,28,0.00211118930330753,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,29,0.0,1421,synthetic_multinomial_from_conditioned_operating_truth
2010,all,30,0.00422237860661506,1421,synthetic_multinomial_from_conditioned_operating_truth
2011,all,0,0.0,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,1,0.0,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,2,0.0,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,3,0.001091703056768559,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,4,0.0054585152838427945,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,5,0.028384279475982533,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,6,0.10971615720524018,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,7,0.18013100436681223,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,8,0.2019650655021834,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,9,0.11299126637554585,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,10,0.07587336244541484,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,11,0.03657205240174673,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,12,0.035480349344978165,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,13,0.035480349344978165,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,14,0.04967248908296943,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,15,0.028384279475982533,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,16,0.02947598253275109,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,17,0.018558951965065504,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,18,0.014737991266375546,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,19,0.006550218340611353,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,20,0.008187772925764192,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,21,0.004366812227074236,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,22,0.0027292576419213972,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,23,0.002183406113537118,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,24,0.0016375545851528383,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,25,0.002183406113537118,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,26,0.002183406113537118,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,27,0.0016375545851528383,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,28,0.0005458515283842794,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,29,0.0,1832,synthetic_multinomial_from_conditioned_operating_truth
2011,all,30,0.003820960698689956,1832,synthetic_multinomial_from_conditioned_operating_truth
2012,all,0,0.0,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,1,0.0,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,2,0.0,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,3,0.0,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,4,0.004892966360856269,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,5,0.03669724770642202,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,6,0.09724770642201835,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,7,0.1651376146788991,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,8,0.1981651376146789,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,9,0.163302752293578,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,10,0.09541284403669725,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,11,0.04342507645259939,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,12,0.029357798165137616,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,13,0.025688073394495414,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,14,0.027522935779816515,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,15,0.03058103975535168,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,16,0.01529051987767584,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,17,0.020795107033639144,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,18,0.017737003058103974,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,19,0.00856269113149847,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,20,0.007339449541284404,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,21,0.0030581039755351682,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,22,0.003669724770642202,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,23,0.0006116207951070336,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,24,0.0006116207951070336,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,25,0.0006116207951070336,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,26,0.001834862385321101,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,27,0.0012232415902140672,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,28,0.0,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,29,0.0,1635,synthetic_multinomial_from_conditioned_operating_truth
2012,all,30,0.0012232415902140672,1635,synthetic_multinomial_from_conditioned_operating_truth
2013,all,0,0.0,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,1,0.0,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,2,0.0,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,3,0.0005288207297726071,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,4,0.006345848757271285,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,5,0.04336329984135378,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,6,0.1285034373347435,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,7,0.1417239555790587,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,8,0.15758857747223692,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,9,0.14383923849814914,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,10,0.11845584346906399,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,11,0.07244843997884717,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,12,0.04019037546271814,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,13,0.020624008461131677,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,14,0.020624008461131677,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,15,0.020624008461131677,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,16,0.01850872554204125,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,17,0.019037546271813855,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,18,0.012162876784769964,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,19,0.010576414595452142,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,20,0.006874669487043892,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,21,0.0037017451084082496,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,22,0.0031729243786356425,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,23,0.0037017451084082496,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,24,0.0015864621893178213,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,25,0.0010576414595452142,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,26,0.0010576414595452142,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,27,0.0010576414595452142,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,28,0.0,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,29,0.0005288207297726071,1891,synthetic_multinomial_from_conditioned_operating_truth
2013,all,30,0.0021152829190904283,1891,synthetic_multinomial_from_conditioned_operating_truth
2014,all,0,0.0,1725,synthetic_multinomial_from_conditioned_operating_truth
