year,sector,length_mm,proportion,sample_size,evidence_class
2007,all,950.0,0.01603206412825651,998,synthetic_multinomial_from_published_growth_and_operating_truth
2007,all,1000.0,0.011022044088176353,998,synthetic_multinomial_from_published_growth_and_operating_truth
2007,all,1050.0,0.00501002004008016,998,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,250.0,0.0,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,300.0,0.0013717421124828531,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,350.0,0.00205761316872428,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,400.0,0.015089163237311385,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,450.0,0.050068587105624146,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,500.0,0.09053497942386832,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,550.0,0.10768175582990398,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,600.0,0.11796982167352538,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,650.0,0.12345679012345678,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,700.0,0.1310013717421125,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,750.0,0.12002743484224966,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,800.0,0.08299039780521263,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,850.0,0.06927297668038408,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,900.0,0.0438957475994513,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,950.0,0.02400548696844993,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,1000.0,0.01440329218106996,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2008,all,1050.0,0.006172839506172839,1458,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,250.0,0.0,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,300.0,0.0015822784810126582,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,350.0,0.007120253164556962,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,400.0,0.022943037974683545,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,450.0,0.058544303797468354,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,500.0,0.09414556962025317,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,550.0,0.15427215189873417,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,600.0,0.12183544303797468,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,650.0,0.12341772151898735,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,700.0,0.08860759493670886,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,750.0,0.1060126582278481,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,800.0,0.08386075949367089,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,850.0,0.058544303797468354,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,900.0,0.03560126582278481,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,950.0,0.022943037974683545,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,1000.0,0.014240506329113924,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2009,all,1050.0,0.006329113924050633,1264,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,250.0,0.0,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,300.0,0.0,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,350.0,0.0049261083743842365,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,400.0,0.014778325123152709,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,450.0,0.06192821956368754,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,500.0,0.12244897959183673,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,550.0,0.15482054890921887,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,600.0,0.15200562983814214,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,650.0,0.11822660098522167,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,700.0,0.10626319493314568,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,750.0,0.08163265306122448,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,800.0,0.06474313863476425,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,850.0,0.04785362420830401,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,900.0,0.0422237860661506,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,950.0,0.01688951442646024,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,1000.0,0.00844475721323012,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2010,all,1050.0,0.0028149190710767065,1421,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,250.0,0.0,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,300.0,0.0005458515283842794,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,350.0,0.0054585152838427945,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,400.0,0.014737991266375546,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,450.0,0.05185589519650655,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,500.0,0.10480349344978165,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,550.0,0.16102620087336245,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,600.0,0.15938864628820962,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,650.0,0.14737991266375547,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,700.0,0.11135371179039301,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,750.0,0.06932314410480349,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,800.0,0.07314410480349345,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,850.0,0.03875545851528384,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,900.0,0.034934497816593885,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,950.0,0.018013100436681223,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,1000.0,0.008187772925764192,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2011,all,1050.0,0.001091703056768559,1832,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,250.0,0.0006116207951070336,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,300.0,0.0012232415902140672,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,350.0,0.005504587155963303,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,400.0,0.01834862385321101,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,450.0,0.05076452599388379,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,500.0,0.10214067278287461,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,550.0,0.14311926605504588,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,600.0,0.1688073394495413,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,650.0,0.1547400611620795,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,700.0,0.1180428134556575,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,750.0,0.08134556574923547,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,800.0,0.056269113149847096,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,850.0,0.03914373088685015,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,900.0,0.025688073394495414,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,950.0,0.015902140672782873,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,1000.0,0.014678899082568808,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2012,all,1050.0,0.003669724770642202,1635,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,250.0,0.0005288207297726071,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,300.0,0.0,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,350.0,0.006345848757271285,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,400.0,0.016922263352723427,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,450.0,0.05711263881544157,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,500.0,0.10153358011634056,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,550.0,0.1337916446324696,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,600.0,0.16393442622950818,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,650.0,0.13590692755156003,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,700.0,0.12374405076679006,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,750.0,0.09095716552088842,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,800.0,0.0597567424643046,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,850.0,0.0449497620306716,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,900.0,0.033315705975674244,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,950.0,0.01956636700158646,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,1000.0,0.006345848757271285,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2013,all,1050.0,0.005288207297726071,1891,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,250.0,0.0,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,300.0,0.002318840579710145,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,350.0,0.006376811594202898,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,400.0,0.019130434782608695,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,450.0,0.07536231884057971,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,500.0,0.12753623188405797,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,550.0,0.13971014492753622,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,600.0,0.14202898550724638,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,650.0,0.1246376811594203,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,700.0,0.12405797101449276,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,750.0,0.08231884057971015,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,800.0,0.06144927536231884,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,850.0,0.043478260869565216,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,900.0,0.024927536231884057,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,950.0,0.012753623188405797,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,1000.0,0.01217391304347826,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2014,all,1050.0,0.0017391304347826088,1725,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,250.0,0.0004878048780487805,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,300.0,0.0,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,350.0,0.002926829268292683,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,400.0,0.025853658536585365,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,450.0,0.07121951219512195,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,500.0,0.1380487804878049,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,550.0,0.16926829268292684,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,600.0,0.1521951219512195,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,650.0,0.1375609756097561,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,700.0,0.10097560975609757,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,750.0,0.08048780487804878,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,800.0,0.042439024390243905,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,850.0,0.033170731707317075,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,900.0,0.023414634146341463,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,950.0,0.014146341463414635,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,1000.0,0.005365853658536586,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2015,all,1050.0,0.0024390243902439024,2050,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,250.0,0.0,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,300.0,0.0,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,350.0,0.0026367831245880024,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,400.0,0.017798286090969017,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,450.0,0.06526038233355307,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,500.0,0.13381674357284112,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,550.0,0.17073170731707318,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,600.0,0.17139090309822017,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,650.0,0.14568226763348716,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,700.0,0.10678971654581411,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,750.0,0.07778510217534608,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,800.0,0.05207646671061305,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,850.0,0.028345418589321027,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,900.0,0.00988793671720501,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,950.0,0.01120632827949901,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,1000.0,0.004614370468029005,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2016,all,1050.0,0.001977587343441002,1517,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,250.0,0.0,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,300.0,0.0,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,350.0,0.0011325028312570782,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,400.0,0.020385050962627407,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,450.0,0.06795016987542468,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,500.0,0.12797281993204984,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,550.0,0.16081540203850508,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,600.0,0.1664779161947905,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,650.0,0.1664779161947905,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,700.0,0.10532276330690826,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,750.0,0.06908267270668177,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,800.0,0.04303510758776897,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,850.0,0.035107587768969425,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,900.0,0.015855039637599093,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,950.0,0.015855039637599093,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,1000.0,0.0033975084937712344,883,synthetic_multinomial_from_published_growth_and_operating_truth
2017,all,1050.0,0.0011325028312570782,883,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,250.0,0.0,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,300.0,0.0055248618784530384,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,350.0,0.0,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,400.0,0.011049723756906077,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,450.0,0.03867403314917127,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,500.0,0.1712707182320442,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,550.0,0.11049723756906077,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,600.0,0.14917127071823205,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,650.0,0.18232044198895028,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,700.0,0.13812154696132597,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,750.0,0.0718232044198895,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,800.0,0.055248618784530384,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,850.0,0.022099447513812154,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,900.0,0.016574585635359115,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,950.0,0.016574585635359115,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,1000.0,0.011049723756906077,181,synthetic_multinomial_from_published_growth_and_operating_truth
2018,all,1050.0,0.0,181,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,250.0,0.0,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,300.0,0.00847457627118644,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,350.0,0.0,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,400.0,0.03389830508474576,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,450.0,0.01694915254237288,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,500.0,0.0847457627118644,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,550.0,0.13559322033898305,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,600.0,0.1864406779661017,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,650.0,0.17796610169491525,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,700.0,0.11864406779661017,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,750.0,0.11864406779661017,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,800.0,0.03389830508474576,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,850.0,0.03389830508474576,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,900.0,0.03389830508474576,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,950.0,0.00847457627118644,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,1000.0,0.00847457627118644,118,synthetic_multinomial_from_published_growth_and_operating_truth
2019,all,1050.0,0.0,118,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,250.0,0.0,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,300.0,0.0006341154090044388,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,350.0,0.0012682308180088776,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,400.0,0.016487000634115408,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,450.0,0.04502219403931516,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,500.0,0.09448319594166138,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,550.0,0.13126188966391883,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,600.0,0.15916296766011415,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,650.0,0.1566265060240964,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,700.0,0.1471147748890298,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,750.0,0.11160431198478123,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,800.0,0.06785034876347495,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,850.0,0.032339885859226376,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,900.0,0.013316423589093214,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,950.0,0.013316423589093214,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,1000.0,0.006975269499048827,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2020,all,1050.0,0.0025364616360177552,1577,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,250.0,0.0,1445,synthetic_multinomial_from_published_growth_and_operating_truth
2021,all,300.0,0.0,1445,synthetic_multinomial_from_published_growth_and_operating_truth
