year,sector,age,proportion,sample_size,evidence_class,source
2003,all,0,0.0,484.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,7,0.06167161260696316,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,8,0.13568394700848793,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,9,0.13568394700848793,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,10,0.12111177495889357,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,11,0.133039506623939,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,12,0.133039506623939,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,13,0.0410005777121611,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,14,0.03402023473877041,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,15,0.018638080613066172,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,16,0.018638080613066172,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,17,0.015723646203147295,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,18,0.015723646203147295,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,19,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,20,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,21,0.0,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,22,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,23,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,24,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,25,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,26,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,27,0.011657737639675493,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,28,0.0,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,29,0.0,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2004,all,30,0.0,695.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,0,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,1,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,2,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,3,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,4,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,5,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,6,0.05472837845404713,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,7,0.10376417985442887,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,8,0.11061296981635164,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,9,0.1305591113760859,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,10,0.1271347163951245,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,11,0.1385198705024553,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,12,0.15221745042630083,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,13,0.13227130886656657,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,14,0.041631026856235646,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,15,0.004280493726201732,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,16,0.004280493726201732,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,17,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,18,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,19,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,20,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,21,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,22,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,23,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,24,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,25,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,26,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,27,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,28,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,29,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2005,all,30,0.0,718.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,0,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,1,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,2,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,3,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,4,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,5,0.02380952380952381,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,6,0.03333333333333333,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,7,0.1619047619047619,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,8,0.1619047619047619,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,9,0.09047619047619047,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,10,0.09047619047619047,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,11,0.09999999999999999,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,12,0.09999999999999999,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,13,0.09999999999999999,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,14,0.09047619047619047,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,15,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,16,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,17,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,18,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,19,0.02380952380952381,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,20,0.02380952380952381,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,21,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,22,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,23,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,24,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,25,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,26,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,27,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,28,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,29,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2006,all,30,0.0,362.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,0,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,1,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,2,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,3,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,4,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,5,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,6,0.039591565205883465,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,7,0.09135724278746171,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,8,0.20238452533998816,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,9,0.20238452533998816,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,10,0.12028360967217452,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,11,0.06839218925271928,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,12,0.07626534515572024,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,13,0.07626534515572024,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,14,0.06280810441637992,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,15,0.054431977161870905,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,16,0.0058355705120933694,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,17,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,18,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,19,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,20,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,21,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,22,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,23,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,24,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,25,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,26,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,27,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,28,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,29,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2007,all,30,0.0,998.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,0,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,1,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,2,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,3,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,4,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,5,0.011408321902149063,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,6,0.06249810284567117,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,7,0.07205616541979291,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,8,0.10153245430844049,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,9,0.1709059047646624,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,10,0.1709059047646624,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,11,0.1268161105501084,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,12,0.07205616541979291,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,13,0.05836617913721403,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,14,0.05836617913721403,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,15,0.05004162278177719,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,16,0.04504688896851509,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,17,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,18,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,19,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,20,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,21,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,22,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,23,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,24,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,25,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,26,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,27,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,28,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,29,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2008,all,30,0.0,1458.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,0,0.0,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,1,0.0,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,2,0.0,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,3,0.0,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,4,0.0,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,5,0.03257178141401667,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,6,0.07349226838111521,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,7,0.12651246352168374,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,8,0.12651246352168374,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,9,0.09185942059789531,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,10,0.14707558710502186,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,11,0.14707558710502186,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,12,0.06649283388228579,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,13,0.050938933630796775,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,14,0.03465304292378844,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,15,0.03465304292378844,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
2009,all,16,0.02964381959193932,1264.0,derived_from_digitised_area_compositions,RAR2 Figure 3.19; sample-size weighted North/South pool; ages 30+ pooled
